symbol,articlesInLastWeek,companyNewsScore,bearishPercent,bullishPercent,averageSentimentScore,totalArticles,sectorAverageBullishPercent,sectorAverageNewsScore,sector,marketCap,peRatio,price
TLT,6,0.5624,0.0,0.5,0.1248,6,0.0,0.0,Unknown,0.0,0.0,0.0
NCNO,10,0.5623,0.0,0.2,0.1245,10,0.0,0.0,Unknown,0.0,0.0,0.0
AAL,5,0.5622,0.0,0.4,0.1244,5,0.0,0.0,Unknown,0.0,0.0,0.0
MRK,15,0.5615,0.0,0.8,0.123,15,0.5927,0.5837,Healthcare,191817580544.0,11.1,76.39
BABA,7,0.5612,0.0,0.2857,0.1225,7,0.0,0.0,Unknown,0.0,0.0,0.0
PRO,3,0.5612,0.0,0.6667,0.1225,3,0.0,0.0,Unknown,0.0,0.0,0.0
DMRC,93,0.5611,0.0215,0.6022,0.1223,93,0.0,0.0,Unknown,0.0,0.0,0.0
ICCM,3,0.5611,0.0,0.6667,0.1222,3,0.0,0.0,Unknown,0.0,0.0,0.0
ESAU,5,0.561,0.0,0.6,0.1219,5,0.0,0.0,Unknown,0.0,0.0,0.0
VLO,3,0.5609,0.0,0.6667,0.1218,3,0.4139,0.5598,Energy,39344939008.0,42.87,125.62
RIGL,4,0.5607,0.0,0.75,0.1215,4,0.0,0.0,Unknown,0.0,0.0,0.0
ROK,3,0.5607,0.0,0.6667,0.1214,3,0.5128,0.5687,Industrials,35076091904.0,39.24,311.19
CAR,92,0.5606,0.0326,0.6304,0.1213,92,0.0,0.0,Unknown,0.0,0.0,0.0
AS,11,0.5606,0.1818,0.2727,0.1212,11,0.0,0.0,Unknown,0.0,0.0,0.0
WELL,9,0.5606,0.0,0.6667,0.1213,9,0.3795,0.5445,Real Estate,99538034688.0,86.48,152.21
SOXL,4,0.56,0.0,0.25,0.12,4,0.0,0.0,Unknown,0.0,0.0,0.0
AMR,3,0.5599,0.0,1.0,0.1198,3,0.0,0.0,Unknown,0.0,0.0,0.0
J,120,0.5598,0.0417,0.5083,0.1195,120,0.5128,0.5687,Industrials,15157679104.0,41.63,126.15
WST,106,0.5598,0.0,0.5472,0.1196,106,0.5927,0.5837,Healthcare,15239128064.0,33.35,212.11
MGMA,4,0.5598,0.0,0.5,0.1197,4,0.0,0.0,Unknown,0.0,0.0,0.0
GPS,7,0.5597,0.0,0.2857,0.1194,7,0.0,0.0,Unknown,0.0,0.0,0.0
EXE,3,0.5595,0.0,0.3333,0.119,3,0.4139,0.5598,Energy,27416371200.0,NaN,115.2
NDSN,10,0.5594,0.0,0.4,0.1189,10,0.5128,0.5687,Industrials,12111378432.0,27.04,212.81
VTRS,156,0.5588,0.0192,0.5513,0.1175,156,0.5927,0.5837,Healthcare,10216884224.0,NaN,8.7
HLIT,3,0.5588,0.0,0.6667,0.1177,3,0.0,0.0,Unknown,0.0,0.0,0.0
ZIP,3,0.5588,0.0,0.6667,0.1176,3,0.0,0.0,Unknown,0.0,0.0,0.0
PDD,49,0.5587,0.0816,0.4082,0.1173,49,0.0,0.0,Unknown,0.0,0.0,0.0
BDC,20,0.5586,0.0,0.3,0.1172,20,0.0,0.0,Unknown,0.0,0.0,0.0
CHCO,4,0.5585,0.5,0.5,0.1169,4,0.0,0.0,Unknown,0.0,0.0,0.0
PSA,7,0.5584,0.0,0.5714,0.1167,7,0.3795,0.5445,Real Estate,53723992064.0,30.35,306.24
AIPI,3,0.5584,0.0,1.0,0.1169,3,0.0,0.0,Unknown,0.0,0.0,0.0
FSLR,6,0.5582,0.0,0.8333,0.1164,6,0.5672,0.5757,Technology,16992811008.0,13.46,158.45
PEP,6,0.5582,0.1667,0.8333,0.1164,6,0.5072,0.5582,Consumer Defensive,180735770624.0,19.41,131.82
CDNS,6,0.5582,0.1667,0.5,0.1164,6,0.5672,0.5757,Technology,78600593408.0,72.88,287.87
OMI,4,0.5579,0.0,0.5,0.1157,4,0.0,0.0,Unknown,0.0,0.0,0.0
LEVI,4,0.5579,0.0,0.5,0.1157,4,0.0,0.0,Unknown,0.0,0.0,0.0
BND,4,0.5577,0.0,0.25,0.1154,4,0.0,0.0,Unknown,0.0,0.0,0.0
AMTD,10,0.5575,0.0,1.0,0.115,10,0.0,0.0,Unknown,0.0,0.0,0.0
CRWD,22,0.5574,0.0909,0.5,0.1147,22,0.5672,0.5757,Technology,113111973888.0,NaN,454.13
CRDO,5,0.5574,0.0,0.6,0.1148,5,0.0,0.0,Unknown,0.0,0.0,0.0
MDNGF,3,0.5574,0.0,0.3333,0.1147,3,0.0,0.0,Unknown,0.0,0.0,0.0
UMC,3,0.5573,0.0,1.0,0.1146,3,0.0,0.0,Unknown,0.0,0.0,0.0
OUST,3,0.5573,0.0,1.0,0.1146,3,0.0,0.0,Unknown,0.0,0.0,0.0
BC,76,0.5571,0.0395,0.5,0.1142,76,0.0,0.0,Unknown,0.0,0.0,0.0
LULU,7,0.5568,0.0,0.2857,0.1136,7,0.4488,0.5652,Consumer Cyclical,38442708992.0,21.84,319.94
CCD,4,0.5568,0.0,0.25,0.1137,4,0.0,0.0,Unknown,0.0,0.0,0.0
USD,49,0.5566,0.0204,0.3878,0.1132,49,0.0,0.0,Unknown,0.0,0.0,0.0
AAPL,38,0.5565,0.0263,0.3421,0.113,38,0.5672,0.5757,Technology,3003439906816.0,31.37,201.09
VB,3,0.5565,0.0,1.0,0.1131,3,0.0,0.0,Unknown,0.0,0.0,0.0
AL,10,0.5564,0.2,0.5,0.1129,10,0.0,0.0,Unknown,0.0,0.0,0.0
SOUN,76,0.5563,0.0526,0.6711,0.1125,76,0.0,0.0,Unknown,0.0,0.0,0.0
JOBY,12,0.5563,0.0,0.5,0.1125,12,0.0,0.0,Unknown,0.0,0.0,0.0
VIAV,4,0.5563,0.0,0.25,0.1125,4,0.0,0.0,Unknown,0.0,0.0,0.0
COF,4,0.5563,0.0,0.5,0.1127,4,0.3882,0.5556,Financial Services,121882271744.0,16.0,190.4
NLY,6,0.5562,0.0,0.3333,0.1123,6,0.0,0.0,Unknown,0.0,0.0,0.0
VEEV,13,0.556,0.0,0.4615,0.112,13,0.0,0.0,Unknown,0.0,0.0,0.0
HD,6,0.556,0.0,0.5,0.112,6,0.4488,0.5652,Consumer Cyclical,366163361792.0,25.0,368.03
ZBIO,105,0.5559,0.0381,0.5333,0.1118,105,0.0,0.0,Unknown,0.0,0.0,0.0
SHEL,6,0.5559,0.0,0.5,0.1118,6,0.0,0.0,Unknown,0.0,0.0,0.0
IOVA,146,0.5557,0.0137,0.5068,0.1114,146,0.0,0.0,Unknown,0.0,0.0,0.0
GAP,19,0.5557,0.1579,0.4211,0.1113,19,0.0,0.0,Unknown,0.0,0.0,0.0
CDE,6,0.5557,0.0,0.1667,0.1113,6,0.0,0.0,Unknown,0.0,0.0,0.0
GOOG,10,0.5556,0.0,0.5,0.1112,10,0.5255,0.5696,Communication Services,2092521488384.0,19.31,173.0
KD,4,0.5556,0.0,0.5,0.1112,4,0.0,0.0,Unknown,0.0,0.0,0.0
JAKK,6,0.5555,0.0,0.5,0.111,6,0.0,0.0,Unknown,0.0,0.0,0.0
CRM,68,0.5551,0.1324,0.5,0.1103,68,0.5672,0.5757,Technology,246818914304.0,40.51,257.24
SPTN,5,0.555,0.4,0.6,0.11,5,0.0,0.0,Unknown,0.0,0.0,0.0
B,138,0.5547,0.058,0.4493,0.1095,138,0.0,0.0,Unknown,0.0,0.0,0.0
COST,32,0.5547,0.0312,0.4375,0.1095,32,0.5072,0.5582,Consumer Defensive,447385862144.0,58.9,1008.35
ASX,31,0.5547,0.0,0.4194,0.1094,31,0.0,0.0,Unknown,0.0,0.0,0.0
M,109,0.5546,0.0459,0.4679,0.1093,109,0.0,0.0,Unknown,0.0,0.0,0.0
LLY,13,0.5545,0.0769,0.5385,0.109,13,0.5927,0.5837,Healthcare,648950906880.0,58.77,722.88
DNUT,120,0.5543,0.0083,0.525,0.1087,120,0.0,0.0,Unknown,0.0,0.0,0.0
PD,30,0.5543,0.0,0.6333,0.1086,30,0.0,0.0,Unknown,0.0,0.0,0.0
MOD,4,0.5542,0.0,0.5,0.1083,4,0.0,0.0,Unknown,0.0,0.0,0.0
COP,3,0.5542,0.0,0.6667,0.1083,3,0.4139,0.5598,Energy,106597900288.0,10.7,84.44
BCRX,4,0.554,0.0,0.5,0.108,4,0.0,0.0,Unknown,0.0,0.0,0.0
KMI,7,0.5539,0.1429,0.5714,0.1079,7,0.4139,0.5598,Energy,61637410816.0,23.91,27.73
ANSS,4,0.5539,0.0,0.5,0.1078,4,0.5672,0.5757,Technology,29069017088.0,49.13,330.64
XRAY,17,0.5538,0.0588,0.4118,0.1076,17,0.0,0.0,Unknown,0.0,0.0,0.0
SNY,3,0.5537,0.0,0.6667,0.1074,3,0.0,0.0,Unknown,0.0,0.0,0.0
FL,58,0.5536,0.0,0.4138,0.1073,58,0.0,0.0,Unknown,0.0,0.0,0.0
SG,6,0.5536,0.0,0.5,0.1072,6,0.0,0.0,Unknown,0.0,0.0,0.0
WTKWY,4,0.5536,0.0,0.25,0.1071,4,0.0,0.0,Unknown,0.0,0.0,0.0
DCTH,4,0.5535,0.0,0.5,0.1071,4,0.0,0.0,Unknown,0.0,0.0,0.0
NVDY,4,0.5535,0.0,0.5,0.107,4,0.0,0.0,Unknown,0.0,0.0,0.0
MNMD,4,0.5534,0.0,0.5,0.1068,4,0.0,0.0,Unknown,0.0,0.0,0.0
AZO,16,0.5531,0.0,0.375,0.1062,16,0.4488,0.5652,Consumer Cyclical,61678448640.0,24.75,3688.02
HSBC,18,0.5529,0.2222,0.5,0.1059,18,0.0,0.0,Unknown,0.0,0.0,0.0
REX,14,0.5528,0.0,0.3571,0.1056,14,0.0,0.0,Unknown,0.0,0.0,0.0
IBKR,6,0.5528,0.0,0.5,0.1056,6,0.0,0.0,Unknown,0.0,0.0,0.0
WSM,6,0.5528,0.0,0.5,0.1056,6,0.4488,0.5652,Consumer Cyclical,20276471808.0,18.7,164.17
ABBV,19,0.5526,0.0526,0.5789,0.1051,19,0.5927,0.5837,Healthcare,328899264512.0,79.57,186.2
SEI,72,0.5525,0.0278,0.5556,0.105,72,0.0,0.0,Unknown,0.0,0.0,0.0
WIX,5,0.5525,0.0,0.6,0.1049,5,0.0,0.0,Unknown,0.0,0.0,0.0
DX,4,0.5525,0.0,0.25,0.1051,4,0.0,0.0,Unknown,0.0,0.0,0.0
PLTR,52,0.5522,0.1154,0.5,0.1045,52,0.5672,0.5757,Technology,287838208000.0,508.21,121.97
BSGM,9,0.5522,0.0,0.6667,0.1043,9,0.0,0.0,Unknown,0.0,0.0,0.0
GOLD,9,0.5521,0.0,0.5556,0.1041,9,0.0,0.0,Unknown,0.0,0.0,0.0
NXT,16,0.5519,0.0,0.3125,0.1038,16,0.0,0.0,Unknown,0.0,0.0,0.0
SMG,3,0.5519,0.0,0.3333,0.1037,3,0.0,0.0,Unknown,0.0,0.0,0.0
OKTA,33,0.5518,0.0606,0.4848,0.1037,33,0.0,0.0,Unknown,0.0,0.0,0.0
HYMB,3,0.5517,0.0,1.0,0.1033,3,0.0,0.0,Unknown,0.0,0.0,0.0
INTC,7,0.5514,0.2857,0.7143,0.1027,7,0.5672,0.5757,Technology,88266809344.0,NaN,20.24
LAW,56,0.5513,0.0179,0.4286,0.1026,56,0.0,0.0,Unknown,0.0,0.0,0.0
NPCE,13,0.5513,0.0,0.6154,0.1027,13,0.0,0.0,Unknown,0.0,0.0,0.0
AMZN,34,0.5512,0.0588,0.3235,0.1024,34,0.4488,0.5652,Consumer Cyclical,2188570787840.0,33.57,206.15
TGI,5,0.5508,0.0,0.6,0.1017,5,0.0,0.0,Unknown,0.0,0.0,0.0
INVH,4,0.5508,0.0,0.5,0.1015,4,0.3795,0.5445,Real Estate,20386682880.0,42.64,33.26
MD,32,0.5507,0.0625,0.625,0.1014,32,0.0,0.0,Unknown,0.0,0.0,0.0
SNTI,28,0.5506,0.0,0.6429,0.1012,28,0.0,0.0,Unknown,0.0,0.0,0.0
CHPT,3,0.5506,0.0,0.3333,0.1011,3,0.0,0.0,Unknown,0.0,0.0,0.0
FTC,9,0.5504,0.0,0.5556,0.1008,9,0.0,0.0,Unknown,0.0,0.0,0.0
OGN,151,0.5503,0.0397,0.5033,0.1006,151,0.0,0.0,Unknown,0.0,0.0,0.0
TIGR,4,0.5502,0.0,0.75,0.1004,4,0.0,0.0,Unknown,0.0,0.0,0.0
ABG,4,0.5501,0.0,0.5,0.1001,4,0.0,0.0,Unknown,0.0,0.0,0.0
CRK,4,0.55,0.0,0.5,0.1,4,0.0,0.0,Unknown,0.0,0.0,0.0
RBB,4,0.55,0.0,0.0,0.1,4,0.0,0.0,Unknown,0.0,0.0,0.0
QXO,3,0.55,0.0,0.0,0.1,3,0.0,0.0,Unknown,0.0,0.0,0.0
HLF,3,0.55,0.0,0.3333,0.1,3,0.0,0.0,Unknown,0.0,0.0,0.0
ADI,9,0.5499,0.2222,0.4444,0.0999,9,0.5672,0.5757,Technology,106472488960.0,58.14,214.56
NVDA,175,0.5497,0.0857,0.4343,0.0995,175,0.5672,0.5757,Technology,3411583959040.0,47.58,139.89
R,92,0.5497,0.0109,0.4022,0.0994,92,0.0,0.0,Unknown,0.0,0.0,0.0
KC,6,0.5495,0.0,0.3333,0.0989,6,0.0,0.0,Unknown,0.0,0.0,0.0
GO,14,0.5493,0.0,0.1429,0.0985,14,0.0,0.0,Unknown,0.0,0.0,0.0
F,59,0.5492,0.0339,0.4068,0.0984,59,0.4488,0.5652,Consumer Cyclical,40600576000.0,8.17,10.21
SGRP,6,0.5491,0.0,0.6667,0.0981,6,0.0,0.0,Unknown,0.0,0.0,0.0
RSPS,3,0.5491,0.0,0.6667,0.0981,3,0.0,0.0,Unknown,0.0,0.0,0.0
BV,3,0.5491,0.0,0.3333,0.0981,3,0.0,0.0,Unknown,0.0,0.0,0.0
JG,4,0.5486,0.0,0.5,0.0973,4,0.0,0.0,Unknown,0.0,0.0,0.0
BBW,6,0.548,0.0,0.5,0.0959,6,0.0,0.0,Unknown,0.0,0.0,0.0
OR,48,0.5479,0.0208,0.3333,0.0957,48,0.0,0.0,Unknown,0.0,0.0,0.0
SSYS,4,0.5479,0.5,0.25,0.0958,4,0.0,0.0,Unknown,0.0,0.0,0.0
X,47,0.5478,0.0213,0.4255,0.0956,47,0.0,0.0,Unknown,0.0,0.0,0.0
BK,4,0.5478,0.5,0.5,0.0955,4,0.3882,0.5556,Financial Services,63340949504.0,14.44,88.54
ENPH,3,0.5477,0.0,0.3333,0.0954,3,0.5672,0.5757,Technology,5197109248.0,36.34,39.61
JEQ,3,0.5475,0.0,0.0,0.0949,3,0.0,0.0,Unknown,0.0,0.0,0.0
GPUS,4,0.5474,0.0,0.5,0.0948,4,0.0,0.0,Unknown,0.0,0.0,0.0
DELL,22,0.5472,0.1364,0.3182,0.0944,22,0.5672,0.5757,Technology,76125028352.0,17.46,111.38
THO,6,0.5472,0.0,0.3333,0.0944,6,0.0,0.0,Unknown,0.0,0.0,0.0
GLG,4,0.5472,0.0,0.0,0.0944,4,0.0,0.0,Unknown,0.0,0.0,0.0
SCI,3,0.5472,0.0,0.3333,0.0944,3,0.0,0.0,Unknown,0.0,0.0,0.0
NAV,68,0.5471,0.0588,0.3824,0.0943,68,0.0,0.0,Unknown,0.0,0.0,0.0
ITM,7,0.5471,0.0,0.0,0.0942,7,0.0,0.0,Unknown,0.0,0.0,0.0
CTA,3,0.547,0.0,0.0,0.094,3,0.0,0.0,Unknown,0.0,0.0,0.0
INFY,12,0.5466,0.0,0.5,0.0932,12,0.0,0.0,Unknown,0.0,0.0,0.0
TRX,6,0.5466,0.0,0.1667,0.0932,6,0.0,0.0,Unknown,0.0,0.0,0.0
CEF,12,0.5464,0.0833,0.3333,0.0928,12,0.0,0.0,Unknown,0.0,0.0,0.0
GAN,5,0.5464,0.0,0.0,0.0929,5,0.0,0.0,Unknown,0.0,0.0,0.0
IBTA,113,0.5463,0.0442,0.531,0.0927,113,0.0,0.0,Unknown,0.0,0.0,0.0
BAC,7,0.5461,0.2857,0.4286,0.0923,7,0.3882,0.5556,Financial Services,331252072448.0,13.13,43.98
ACHR,6,0.5457,0.0,0.3333,0.0914,6,0.0,0.0,Unknown,0.0,0.0,0.0
ARGL,5,0.5457,0.0,0.4,0.0915,5,0.0,0.0,Unknown,0.0,0.0,0.0
NXRT,7,0.5455,0.0,0.0,0.0909,7,0.0,0.0,Unknown,0.0,0.0,0.0
ORCL,7,0.5453,0.0,0.2857,0.0906,7,0.5672,0.5757,Technology,456500576256.0,38.21,162.79
HG,4,0.5452,0.0,0.25,0.0905,4,0.0,0.0,Unknown,0.0,0.0,0.0
RKT,55,0.5451,0.0,0.4364,0.0902,55,0.0,0.0,Unknown,0.0,0.0,0.0
RDFN,5,0.545,0.0,0.4,0.0901,5,0.0,0.0,Unknown,0.0,0.0,0.0
T,120,0.5449,0.0417,0.3583,0.0898,120,0.5255,0.5696,Communication Services,197336285184.0,16.81,27.4
BE,6,0.5449,0.0,0.3333,0.0898,6,0.0,0.0,Unknown,0.0,0.0,0.0
MPW,6,0.5449,0.0,0.5,0.0899,6,0.0,0.0,Unknown,0.0,0.0,0.0
NPWR,118,0.5447,0.0,0.5932,0.0893,118,0.0,0.0,Unknown,0.0,0.0,0.0
DHI,8,0.5447,0.0,0.125,0.0894,8,0.4488,0.5652,Consumer Cyclical,36250431488.0,8.95,118.01
ON,54,0.5446,0.0,0.2963,0.0892,54,0.5672,0.5757,Technology,17977411584.0,29.88,43.02
CM,7,0.5445,0.1429,0.5714,0.0891,7,0.0,0.0,Unknown,0.0,0.0,0.0
WHR,3,0.5444,0.0,0.6667,0.0889,3,0.0,0.0,Unknown,0.0,0.0,0.0
SO,30,0.5442,0.0,0.4333,0.0883,30,0.6583,0.6078,Utilities,97311801344.0,21.21,88.45
FMC,15,0.5439,0.0,0.2667,0.0878,15,0.0,0.0,Unknown,0.0,0.0,0.0
DSX,5,0.5439,0.0,0.4,0.0877,5,0.0,0.0,Unknown,0.0,0.0,0.0
CAAP,5,0.5437,0.0,0.2,0.0873,5,0.0,0.0,Unknown,0.0,0.0,0.0
EQNR,5,0.5436,0.0,0.2,0.0873,5,0.0,0.0,Unknown,0.0,0.0,0.0
IRS,3,0.5436,0.0,0.3333,0.0873,3,0.0,0.0,Unknown,0.0,0.0,0.0
AMGN,5,0.5433,0.0,0.2,0.0867,5,0.5927,0.5837,Healthcare,151525539840.0,25.69,281.8
V,167,0.5432,0.024,0.3593,0.0865,167,0.3882,0.5556,Financial Services,691940032512.0,36.27,361.2
ORIC,22,0.5431,0.0,0.5909,0.0862,22,0.0,0.0,Unknown,0.0,0.0,0.0
MATEF,3,0.5431,0.0,0.3333,0.0863,3,0.0,0.0,Unknown,0.0,0.0,0.0
GDE,3,0.5431,0.0,0.0,0.0862,3,0.0,0.0,Unknown,0.0,0.0,0.0
LABS,5,0.5429,0.0,0.6,0.0859,5,0.0,0.0,Unknown,0.0,0.0,0.0
MSD,7,0.5427,0.0,0.2857,0.0854,7,0.0,0.0,Unknown,0.0,0.0,0.0
DEA,4,0.5427,0.0,0.5,0.0853,4,0.0,0.0,Unknown,0.0,0.0,0.0
ASML,14,0.5424,0.0714,0.4286,0.0847,14,0.0,0.0,Unknown,0.0,0.0,0.0
RRGB,11,0.5423,0.0,0.4545,0.0847,11,0.0,0.0,Unknown,0.0,0.0,0.0
UDR,6,0.5423,0.0,0.3333,0.0846,6,0.3795,0.5445,Real Estate,15471916032.0,114.0,41.04
ALX,8,0.5421,0.0,0.25,0.0841,8,0.0,0.0,Unknown,0.0,0.0,0.0
STX,5,0.5421,0.0,0.6,0.0842,5,0.5672,0.5757,Technology,24794372096.0,16.81,116.84
TMCI,115,0.542,0.0,0.6,0.084,115,0.0,0.0,Unknown,0.0,0.0,0.0
ECG,100,0.5419,0.1,0.49,0.0839,100,0.0,0.0,Unknown,0.0,0.0,0.0
EAF,7,0.5418,0.0,0.5714,0.0835,7,0.0,0.0,Unknown,0.0,0.0,0.0
EPD,6,0.5418,0.0,0.5,0.0837,6,0.0,0.0,Unknown,0.0,0.0,0.0
MPC,5,0.5417,0.0,0.4,0.0835,5,0.4139,0.5598,Energy,48036077568.0,21.54,156.36
BOS,4,0.5417,0.25,0.75,0.0833,4,0.0,0.0,Unknown,0.0,0.0,0.0
MTA,4,0.5417,0.0,0.0,0.0833,4,0.0,0.0,Unknown,0.0,0.0,0.0
EME,10,0.5416,0.0,0.4,0.0831,10,0.0,0.0,Unknown,0.0,0.0,0.0
LPRO,120,0.5414,0.0,0.5417,0.0829,120,0.0,0.0,Unknown,0.0,0.0,0.0
ORA,4,0.5411,0.0,0.5,0.0821,4,0.0,0.0,Unknown,0.0,0.0,0.0
EBC,5,0.5406,0.0,0.2,0.0811,5,0.0,0.0,Unknown,0.0,0.0,0.0
ZM,7,0.5405,0.2857,0.4286,0.081,7,0.0,0.0,Unknown,0.0,0.0,0.0
NET,136,0.5404,0.0,0.4853,0.0808,136,0.0,0.0,Unknown,0.0,0.0,0.0
UNH,93,0.5403,0.0538,0.4516,0.0805,93,0.5927,0.5837,Healthcare,271969632256.0,12.55,299.81
FTV,3,0.5401,0.0,0.3333,0.0802,3,0.5672,0.5757,Technology,24233586688.0,31.27,71.3
PTL,4,0.5398,0.0,0.5,0.0796,4,0.0,0.0,Unknown,0.0,0.0,0.0
BKKT,46,0.5397,0.0435,0.3478,0.0794,46,0.0,0.0,Unknown,0.0,0.0,0.0
LEN,3,0.5396,0.0,0.3333,0.0792,3,0.4488,0.5652,Consumer Cyclical,27774386176.0,7.73,105.84
TMUS,5,0.5393,0.0,0.2,0.0786,5,0.5255,0.5696,Communication Services,271662088192.0,23.36,239.26
MGP,10,0.539,0.3,0.3,0.078,10,0.0,0.0,Unknown,0.0,0.0,0.0
SPRO,4,0.5388,0.0,0.0,0.0777,4,0.0,0.0,Unknown,0.0,0.0,0.0
AMSC,6,0.5387,0.0,0.3333,0.0774,6,0.0,0.0,Unknown,0.0,0.0,0.0
FDL,5,0.5387,0.0,0.0,0.0775,5,0.0,0.0,Unknown,0.0,0.0,0.0
CSGP,3,0.5383,0.0,0.3333,0.0767,3,0.3795,0.5445,Real Estate,31396831232.0,265.79,74.42
INC,47,0.5382,0.0426,0.3191,0.0764,47,0.0,0.0,Unknown,0.0,0.0,0.0
SLV,3,0.5382,0.0,0.0,0.0764,3,0.0,0.0,Unknown,0.0,0.0,0.0
NGL,9,0.5381,0.0,0.3333,0.0763,9,0.0,0.0,Unknown,0.0,0.0,0.0
HES,3,0.538,0.0,0.3333,0.0759,3,0.4139,0.5598,Energy,40599547904.0,18.21,131.28
ICHR,10,0.5376,0.0,0.2,0.0752,10,0.0,0.0,Unknown,0.0,0.0,0.0
FNV,6,0.5375,0.0,0.1667,0.075,6,0.0,0.0,Unknown,0.0,0.0,0.0
MOV,4,0.5375,0.5,0.5,0.075,4,0.0,0.0,Unknown,0.0,0.0,0.0
GD,3,0.5375,0.0,0.3333,0.075,3,0.5128,0.5687,Industrials,73477431296.0,18.99,273.76
RC,20,0.5374,0.0,0.35,0.0748,20,0.0,0.0,Unknown,0.0,0.0,0.0
META,70,0.5373,0.0286,0.1571,0.0745,70,0.5255,0.5696,Communication Services,1618373640192.0,25.19,643.66
DCI,4,0.5373,0.0,0.5,0.0746,4,0.0,0.0,Unknown,0.0,0.0,0.0
HAL,3,0.5371,0.0,0.0,0.0743,3,0.4139,0.5598,Energy,17043850240.0,8.29,19.82
PG,10,0.5368,0.1,0.5,0.0736,10,0.5072,0.5582,Consumer Defensive,395641094144.0,26.83,168.75
BGC,4,0.5368,0.0,0.5,0.0737,4,0.0,0.0,Unknown,0.0,0.0,0.0
XYZ,10,0.5365,0.2,0.3,0.073,10,0.0,0.0,Unknown,0.0,0.0,0.0
OSS,4,0.5364,0.0,0.25,0.0729,4,0.0,0.0,Unknown,0.0,0.0,0.0
BXP,11,0.536,0.0,0.1818,0.072,11,0.3795,0.5445,Real Estate,12037966848.0,NaN,68.11
GME,19,0.5359,0.0526,0.3684,0.0717,19,0.0,0.0,Unknown,0.0,0.0,0.0
RDN,3,0.5358,0.0,0.3333,0.0717,3,0.0,0.0,Unknown,0.0,0.0,0.0
AMC,14,0.5357,0.0,0.2143,0.0714,14,0.0,0.0,Unknown,0.0,0.0,0.0
CORP,11,0.5355,0.0909,0.2727,0.071,11,0.0,0.0,Unknown,0.0,0.0,0.0
ETR,19,0.5353,0.0526,0.3684,0.0705,19,0.6583,0.6078,Utilities,36773539840.0,26.66,82.39
FLNG,6,0.5353,0.0,0.3333,0.0707,6,0.0,0.0,Unknown,0.0,0.0,0.0
FOX,3,0.5352,0.0,0.3333,0.0704,3,0.5255,0.5696,Communication Services,23648845824.0,12.48,50.43
PENN,15,0.5351,0.0,0.3333,0.0701,15,0.0,0.0,Unknown,0.0,0.0,0.0
HOT,3,0.5351,0.0,0.0,0.0702,3,0.0,0.0,Unknown,0.0,0.0,0.0
AEO,13,0.5348,0.0769,0.3846,0.0697,13,0.0,0.0,Unknown,0.0,0.0,0.0
CNA,5,0.5348,0.0,0.0,0.0696,5,0.0,0.0,Unknown,0.0,0.0,0.0
MTG,7,0.5346,0.0,0.4286,0.0691,7,0.0,0.0,Unknown,0.0,0.0,0.0
RMBS,5,0.5341,0.0,0.2,0.0682,5,0.0,0.0,Unknown,0.0,0.0,0.0
CPI,5,0.5341,0.0,0.2,0.0681,5,0.0,0.0,Unknown,0.0,0.0,0.0
BONE,4,0.5341,0.0,0.25,0.0682,4,0.0,0.0,Unknown,0.0,0.0,0.0
FFIV,7,0.534,0.1429,0.2857,0.0679,7,0.5672,0.5757,Technology,16028297216.0,26.48,279.08
EMO,3,0.534,0.0,0.3333,0.068,3,0.0,0.0,Unknown,0.0,0.0,0.0
MSCI,24,0.5335,0.0,0.2083,0.0669,24,0.3882,0.5556,Financial Services,43572920320.0,38.79,563.16
PVH,18,0.5335,0.2222,0.4444,0.0671,18,0.0,0.0,Unknown,0.0,0.0,0.0
BWB,4,0.5335,0.0,0.0,0.067,4,0.0,0.0,Unknown,0.0,0.0,0.0
PCAR,4,0.5333,0.0,0.5,0.0667,4,0.5128,0.5687,Industrials,49377644544.0,14.27,94.06
PROP,3,0.5333,0.0,0.0,0.0667,3,0.0,0.0,Unknown,0.0,0.0,0.0
MMYT,3,0.5333,0.0,0.3333,0.0667,3,0.0,0.0,Unknown,0.0,0.0,0.0
ENGIY,3,0.5333,0.0,0.0,0.0667,3,0.0,0.0,Unknown,0.0,0.0,0.0
SQM,8,0.5328,0.0,0.375,0.0656,8,0.0,0.0,Unknown,0.0,0.0,0.0
LIFE,14,0.5324,0.0714,0.1429,0.0648,14,0.0,0.0,Unknown,0.0,0.0,0.0
CAL,6,0.5323,0.3333,0.3333,0.0646,6,0.0,0.0,Unknown,0.0,0.0,0.0
HP,33,0.5322,0.1818,0.303,0.0643,33,0.0,0.0,Unknown,0.0,0.0,0.0
GSK,23,0.5321,0.0,0.1739,0.0641,23,0.0,0.0,Unknown,0.0,0.0,0.0
AMT,5,0.532,0.0,0.0,0.064,5,0.3795,0.5445,Real Estate,99732111360.0,34.47,213.04
XFLT,4,0.5319,0.0,0.0,0.0638,4,0.0,0.0,Unknown,0.0,0.0,0.0
URGN,69,0.5318,0.0725,0.3043,0.0635,69,0.0,0.0,Unknown,0.0,0.0,0.0
TIGO,3,0.5318,0.0,0.3333,0.0636,3,0.0,0.0,Unknown,0.0,0.0,0.0
JBLU,5,0.5316,0.0,0.4,0.0631,5,0.0,0.0,Unknown,0.0,0.0,0.0
JLL,12,0.5312,0.0,0.1667,0.0625,12,0.0,0.0,Unknown,0.0,0.0,0.0
